0,"TOTAL TWLC1256 Wall chaser 1500W 4.5""  منشار صينية دبل للباطون",80.00 ,107.00 
0,Total TWLC1301 Wall chaser منشار صينية للباطون 3000 واط,140.00 ,185.00 
0,Total TLH1952 Electric hoist رافعة كهرباء  18 متر 500 كيلو,115.00 ,160.00 
0,TOTAL TT328151 Plastic tube welding tool 800W/1500W ماكنة لحام ثيرموبايب,33.00 ,45.00 
0,TWS10501 Total Drywall Sander حفافة حائط,95.00 ,135.00 
0,Total TDWS7501 Drywall sander 750w حفافة جبصن بورد قصيرة,60.00 ,75.00 
0,TOTAL TAKTMT1502 Multi tool blade sets 15pcs طقم متعدد,11.00 ,15.20 
0,Total TB20036 Heat gun 2000W سشوار صناعي,16.50 ,22.00 
0,Total TB200365 Heat gun  سشوار صناعي خاص 2000 واط,15.00 ,20.00 
0,TOTAL TB1206 Heat gun 2000W سشوار صناعي,14.50 ,20.00 
0,TOTAL TB2006 HEAT GUN 2000W سشوار صناعي ثقيل,19.50 ,28.00 
0,Total TB20062 Heat gun 2000w  سشوار صناعي مع شاشة ديجتال وطقم اكسسوارات كامل,40.00 ,55.00 
0,TOTAL TB2046 Aspirator blower 400W بلور,14.50 ,20.00 
0,TOTAL TB2066 Aspirator blower 600W بلور سرعات,22.00 ,29.00 
0,TOTAL TB2086 Aspirator Blower 800W بلور,33.00 ,44.00 
0,TOTAL TS6082001 Tile cutter 800W منشار بلاط طاولة,154.00 ,214.00 
0,"TOTAL THTRCW40231 RAPID CROSS WRENCH 40cm مفتاح جنط متحرك 16""",11.50 ,15.00 
0,TOTAL PBCA12001 Booster Cable 200amp كيبل اشتراك سيارة,5.50 ,7.90 
0,TOTAL PBCA16008 Booster cable 600A 3M كيبل اشتراك 3 متر 600 امبير,11.00 ,17.00 
0,TOTAL TBC1601 Battery Charger  12/24 شاحن بطارية,38.50 ,56.00 
0,Total TBC2201 Battery charger شاحن بطارية سيارة 24/12 فولت,110.00 ,150.00 
0,TOTAL TTAC1406 Auto air compressor 140PSI(10Bar) DC12V منفاخ سيارة,20.00 ,28.00 
0,TOTAL TTAC2506 Auto air compressor 120PSI 12V With light منفاخ سيارة مع اضائة راسين,31.00 ,40.00 
0,Total TTAC1601 Auto air compressor 160psi منفاخ سيارة مع اضائة,27.00 ,37.00 
0,Total TP7060-2 Gasoline plate compactor  مدحلة طبابة بنزين وزن 60 كيلو,300.00 ,400.00 
